source,codice,denominazione,categoria,sottocategoria,rito,fase_processuale,termine,giorni,mesi,anni,decorrenza,natura,norma,criticita,classificazione_import,calcolabile_automaticamente,direction,matter_type,term_rule_code,nota_import
pct\data\legal_knowledge_base.full.json,C07013,Tentato suicidio e autolesionismo,Catalogo PST ufficiale,,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,civil,GP_TERM_C1D8F1F7819F,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,C07014,Dipendenza web minore,Catalogo PST ufficiale,,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini assegnati nel decreto di fissazione udienza,,,,Dalla comunicazione o notificazione del decreto,termine di rito famiglia,c.p.c. artt. 473-bis ss.,Nel rito famiglia i termini dipendono dal provvedimento e dalla fase: leggere sempre il decreto.,manual_review,False,forward,civil,GP_TERM_C40025893E2A,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,C07014,Dipendenza web minore,Catalogo PST ufficiale,,"Procedimenti in materia di persone, minorenni e famiglie",notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,civil,GP_TERM_1B040B563006,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,C07014,Dipendenza web minore,Catalogo PST ufficiale,,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,civil,GP_TERM_F825278A3B5A,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,C08001,Dispersione scolastica femmine,Catalogo PST ufficiale,,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,civil,GP_TERM_BE5F001906B6,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,C08001,Dispersione scolastica femmine,Catalogo PST ufficiale,,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,civil,GP_TERM_ACD665ABD9D2,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,C08002,Dispersione scolastica maschile,Catalogo PST ufficiale,,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,civil,GP_TERM_13708FBADF10,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,C08002,Dispersione scolastica maschile,Catalogo PST ufficiale,,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,civil,GP_TERM_8901E8E5249B,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,C08003,Istruzione parentale,Catalogo PST ufficiale,,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,civil,GP_TERM_636996ED3E34,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,C08003,Istruzione parentale,Catalogo PST ufficiale,,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,civil,GP_TERM_240F8958B517,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,C09001,Maltrattamenti familiari - vittima,Catalogo PST ufficiale,,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,civil,GP_TERM_12807870FA7F,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,C09001,Maltrattamenti familiari - vittima,Catalogo PST ufficiale,,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,civil,GP_TERM_915C1EA4BD1A,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,C09002,Maltrattamenti extrafamiliari - vittima,Catalogo PST ufficiale,,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,civil,GP_TERM_8A01ACB3B846,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,C09002,Maltrattamenti extrafamiliari - vittima,Catalogo PST ufficiale,,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,civil,GP_TERM_389710BAD577,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,C09003,Maltrattamenti violenza assistita,Catalogo PST ufficiale,,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,civil,GP_TERM_31C62438E0CE,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,C09003,Maltrattamenti violenza assistita,Catalogo PST ufficiale,,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,civil,GP_TERM_441BF685DF14,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,C09004,Maltrattamenti - minore autore,Catalogo PST ufficiale,,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini assegnati nel decreto di fissazione udienza,,,,Dalla comunicazione o notificazione del decreto,termine di rito famiglia,c.p.c. artt. 473-bis ss.,Nel rito famiglia i termini dipendono dal provvedimento e dalla fase: leggere sempre il decreto.,manual_review,False,forward,civil,GP_TERM_8B781A03423F,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,C09004,Maltrattamenti - minore autore,Catalogo PST ufficiale,,"Procedimenti in materia di persone, minorenni e famiglie",notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,civil,GP_TERM_A65408CB4E21,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,C09004,Maltrattamenti - minore autore,Catalogo PST ufficiale,,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,civil,GP_TERM_E7B6EE7D05F5,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,C10001,Minore autore di reati non infraquattordicenne,Catalogo PST ufficiale,,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini assegnati nel decreto di fissazione udienza,,,,Dalla comunicazione o notificazione del decreto,termine di rito famiglia,c.p.c. artt. 473-bis ss.,Nel rito famiglia i termini dipendono dal provvedimento e dalla fase: leggere sempre il decreto.,manual_review,False,forward,penal,GP_TERM_366359D7AD6E,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,C10001,Minore autore di reati non infraquattordicenne,Catalogo PST ufficiale,,"Procedimenti in materia di persone, minorenni e famiglie",notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,penal,GP_TERM_812251F6B9B9,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,C10001,Minore autore di reati non infraquattordicenne,Catalogo PST ufficiale,,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,penal,GP_TERM_D87A2373EA12,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,C10002,Minore autore di reati infraquattordicenne,Catalogo PST ufficiale,,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini assegnati nel decreto di fissazione udienza,,,,Dalla comunicazione o notificazione del decreto,termine di rito famiglia,c.p.c. artt. 473-bis ss.,Nel rito famiglia i termini dipendono dal provvedimento e dalla fase: leggere sempre il decreto.,manual_review,False,forward,penal,GP_TERM_37A6A7CEC39E,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,C10002,Minore autore di reati infraquattordicenne,Catalogo PST ufficiale,,"Procedimenti in materia di persone, minorenni e famiglie",notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,penal,GP_TERM_B055A899A9F4,Richiede verifica professionale prima di calcolo automatico.
